site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,coordinates_in_decimal_degree_format,longitude_degrees,longitude_minutes,longitude_seconds,longitude_cardinal_direction,latitude_degrees,latitude_minutes,latitude_seconds,latitude_cardinal_direction,country,state_province_island,city_town,region,year,date,depth (m),organism_code,type,s1 (0-20m),s2 (25-45m),s3 (50-70m),s4 (75-95m),fish_recorded_by,inverts_recorded_by,errors,what_errors
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Spotted Grunt,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Haemulidae,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Bumphead Parrot,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Parrotfish,Fish,0,0,1,1,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Snapper,Fish,3,2,6,5,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Moray Eel,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Grouper 30-40 cm,Fish,1,1,0,3,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Grouper 40-50 cm,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Grouper 50-60 cm,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Grouper > 60 cm,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Grouper Total,Fish,1,1,0,3,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Orange Spotted Grouper 30-40 cm,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Orange Spotted Grouper 40-50 cm,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Orange Spotted Grouper 50-60 cm,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Orange Spotted Grouper > 60 cm,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Orange Spotted Grouper Total,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Banded Coral Shrimp,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Diadema,Invertebrate,441,316,292,336,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Black Urchin,Invertebrate,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Short Spine Urchin,Invertebrate,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Pencil Urchin,Invertebrate,0,0,1,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Tripneustes,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Edible Sea Cucumber,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,COTS,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Cowries,Invertebrate,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Triton,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Lobster,Invertebrate,0,0,0,1,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Giant Clam < 10 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Giant Clam 10-20 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Giant Clam 20-30 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Giant Clam 30-40 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Giant Clam 40-50 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Giant Clam > 50 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Giant Clam Total,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Coral Damage Anchor,Impact,1,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Coral Damage Dynamite,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Coral Damage Other,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Trash Fish Nets,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Trash General,Impact,1,1,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Bleaching (% Of Population),Impact,2,0,0,10,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Bleaching (% Of Colony),Impact,10,0,5,12,"","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Black Band,Impact,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,White Band,Impact,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Sharks,Rare Animal,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Turtles,Rare Animal,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,5d932a0c-d8b3-4530-ab91-5053f1df312d,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,22-January-10,4.0,Mantas,Rare Animal,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Dark Butterflyfish,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Arabian Butterflyfish,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Longfin Bannerfish,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Butterflyfish,Fish,7,10,5,14,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Barramundi Cod,Fish,0,0,0,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Humphead Wrasse,Fish,0,0,0,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Grey Grunt,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Black Spotted Grunt,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Spotted Grunt,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Haemulidae,Fish,0,0,0,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Bumphead Parrot,Fish,0,0,0,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Parrotfish,Fish,1,1,2,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Snapper,Fish,161,231,71,25,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Moray Eel,Fish,0,2,0,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Grouper 30-40 cm,Fish,1,0,1,2,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Grouper 40-50 cm,Fish,0,0,0,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Grouper 50-60 cm,Fish,0,0,0,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Grouper > 60 cm,Fish,0,0,0,0,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Grouper Total,Fish,1,0,1,2,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Orange Spotted Grouper 30-40 cm,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Orange Spotted Grouper 40-50 cm,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Orange Spotted Grouper 50-60 cm,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Orange Spotted Grouper > 60 cm,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Orange Spotted Grouper Total,Fish,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Banded Coral Shrimp,Invertebrate,1,4,0,2,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Diadema,Invertebrate,486,704,635,434,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Black Urchin,Invertebrate,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Short Spine Urchin,Invertebrate,"","","","","","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Pencil Urchin,Invertebrate,7,7,4,7,"","",false,""
c693c316-b176-4587-8edc-d41f17fe2fcd,67cfb1cb-3ccb-4876-bbaf-6507b788d5ce,56.21.2.6E.25.36.12.3N,Dibba,"25.603417, 56.350722",56,21,2.6,E,25,36,12.3,N,United Arab Emirates,Fujairah Emirate,Dibba,Arabian Gulf,2010,17-September-10,4.0,Tripneustes,Invertebrate,0,0,0,0,"","",false,""
